time,animal,pellets,motorTurns,battery,delay,protocol
1647855402,321,01,01,04,01,baseline
1647875134,321,02,9843,04,15,baseline
1647942136,321,03,33458,04,15,baseline
1647991520,321,04,24660,04,15,baseline
1647991543,321,05,02,04,15,baseline
1647991626,321,06,32,04,15,baseline
1647991700,321,07,28,04,15,baseline
1647991778,321,08,30,04,15,baseline
1647999274,321,09,3735,04,15,baseline
1648000041,321,10,11,04,15,baseline
1648000107,321,11,24,04,15,baseline
1648000163,321,12,19,04,15,baseline
1648019155,321,13,9476,04,15,baseline
1648025744,321,14,3279,04,15,baseline
1648025866,321,01,01,04,01,baseline
1648026233,321,02,16,04,15,baseline
1648026307,321,03,28,04,15,baseline
1648036629,321,04,5142,04,15,baseline
1648038674,321,05,1011,04,15,baseline
1648038764,321,06,36,04,15,baseline
1648040657,321,07,936,04,15,baseline
1648040782,321,08,53,04,15,baseline
1648041796,321,09,497,04,15,baseline
1648041880,321,10,33,04,15,baseline
1648041947,321,11,24,04,15,baseline
1648042959,321,12,496,04,15,baseline
1648043029,321,13,26,04,15,baseline
1648044235,321,14,592,04,15,baseline
1648044300,321,15,24,04,15,baseline
1648044358,321,16,18,04,15,baseline
1648045826,321,17,725,04,15,baseline
1648046902,321,18,528,04,15,baseline
1648046956,321,19,18,04,15,baseline
1648047010,321,20,18,04,15,baseline
1648048289,321,21,629,04,15,baseline
1648048355,321,22,24,04,15,baseline
1648049876,321,23,750,04,15,baseline
1648049926,321,24,16,04,15,baseline
1648051185,321,25,619,04,15,baseline
1648051230,321,26,13,04,15,baseline
1648051288,321,27,20,04,15,baseline
1648052560,321,28,626,04,15,baseline
1648052613,321,29,17,04,15,baseline
1648062654,321,30,5005,04,15,baseline
1648069022,321,31,3172,04,15,baseline
1648072561,321,32,1756,04,15,baseline
1648072670,321,33,45,04,15,baseline
1648072708,321,34,10,04,15,baseline
1648072756,321,35,15,04,15,baseline
1648072799,321,36,12,04,15,baseline
1648072863,321,37,23,04,15,baseline
1648072937,321,38,28,04,15,baseline
1648074877,321,39,959,04,15,baseline
1648074945,321,40,25,04,15,baseline
1648075003,321,41,20,04,15,baseline
1648075160,321,42,69,04,15,baseline
1648075914,321,43,367,04,15,baseline
1648075954,321,44,11,04,15,baseline
1648078672,321,45,1348,04,15,baseline
1648078747,321,46,28,04,15,baseline
1648078821,321,47,28,04,15,baseline
1648078908,321,48,34,04,15,baseline
1648078960,321,49,17,04,15,baseline
1648079640,321,50,330,04,15,baseline
1648079696,321,51,17,04,15,baseline
1648086650,321,52,3462,04,15,baseline
1648086719,321,53,25,04,15,baseline
1648092303,321,54,2778,04,15,baseline
1648092516,321,55,97,04,15,baseline
1648092572,321,56,19,04,15,baseline
1648097275,321,57,2338,04,15,baseline
1648097396,321,58,51,04,15,baseline
1648101030,321,59,1804,04,15,baseline
1648101108,321,60,30,04,15,baseline
1648104471,321,61,1669,04,15,baseline
1648105415,321,62,462,04,15,baseline
1648105493,321,63,30,04,15,baseline
1648107023,321,64,754,04,15,baseline
1648107071,321,65,15,04,15,baseline
1648107134,321,66,22,04,15,baseline
1648109833,321,67,1338,04,15,baseline
1648110186,321,68,167,04,15,baseline
1648112889,321,01,01,04,01,baseline
1648116421,321,02,1753,04,15,baseline
1648116523,321,03,40,04,15,baseline
1648119117,321,04,1285,04,15,baseline
1648119184,321,05,24,04,15,baseline
1648121497,321,06,1145,04,15,baseline
1648121561,321,07,23,04,15,baseline
1648121634,321,08,27,04,15,baseline
1648124465,321,09,1403,04,15,baseline
1648124646,321,10,80,04,15,baseline
1648124699,321,11,17,04,15,baseline
1648125885,321,12,583,04,15,baseline
1648125920,321,13,08,04,15,baseline
1648125970,321,14,16,04,15,baseline
1648126884,321,15,447,04,15,baseline
1648126944,321,16,20,04,15,baseline
1648129398,321,17,1214,04,15,baseline
1648129443,321,18,13,04,15,baseline
1648130752,321,19,644,04,15,baseline
1648130985,321,20,107,04,15,baseline
1648131845,321,21,420,04,15,baseline
1648133678,321,22,906,04,15,baseline
1648133724,321,23,14,04,15,baseline
1648135126,321,24,688,04,15,baseline
1648135174,321,25,15,04,15,baseline
1648135220,321,26,14,04,15,baseline
1648136299,321,27,529,04,15,baseline
1648136374,321,28,28,04,15,baseline
1648137193,321,29,400,04,15,baseline
1648137235,321,30,12,04,15,baseline
1648137294,321,31,18,04,15,baseline
1648138781,321,32,733,04,15,baseline
1648138829,321,33,15,04,15,baseline
1648139747,321,34,449,04,15,baseline
1648140349,321,35,291,04,15,baseline
1648141179,321,36,405,04,15,baseline
1648141227,321,37,15,04,15,baseline
1648142155,321,38,454,04,15,baseline
1648143770,321,39,797,04,15,baseline
1648161589,321,40,8884,04,15,baseline
1648161614,321,41,03,04,15,baseline
1648161662,321,42,15,04,15,baseline
1648161719,321,43,19,04,15,baseline
1648161763,321,44,13,04,15,baseline
1648161931,321,45,75,04,15,baseline
1648165949,321,46,1996,04,15,baseline
1648166007,321,47,19,04,15,baseline
1648168264,321,48,1116,04,15,baseline
1648168309,321,49,02,04,15,baseline
1648168310,321,50,01,04,15,baseline
1648168333,321,51,04,04,15,baseline
1648174348,321,52,2993,04,15,baseline
1648174418,321,53,26,04,15,baseline
1648178765,321,54,2158,04,15,baseline
1648185030,321,55,3119,04,15,baseline
1648185056,321,56,04,04,15,baseline
1648187555,321,57,1238,04,15,baseline
1648187629,321,58,28,04,15,baseline
1648187706,321,59,27,04,15,baseline
1648190845,321,60,1557,04,15,baseline
1648195815,321,61,2471,04,15,baseline
1648195875,321,62,21,04,15,baseline
1648195905,321,63,06,04,15,baseline
1648198978,321,64,1522,04,15,baseline
